"","cohort1 C1D01 log2fc","cohort1 C1D08 log2fc","cohort1 C1D15 log2fc","cohort1 C1D22 log2fc","cohort1 C2D01 log2fc","cohort1 C2D08 log2fc","cohort1 C2D15 log2fc","cohort1 C3D01 log2fc","cohort1 C4D01 log2fc","cohort1 FUW04 log2fc","cohort1 FUW12 log2fc","cohort1 C1D01 p.value","cohort1 C1D08 p.value","cohort1 C1D15 p.value","cohort1 C1D22 p.value","cohort1 C2D01 p.value","cohort1 C2D08 p.value","cohort1 C2D15 p.value","cohort1 C3D01 p.value","cohort1 C4D01 p.value","cohort1 FUW04 p.value","cohort1 FUW12 p.value","cohort1 C1D01 BH.FDR","cohort1 C1D08 BH.FDR","cohort1 C1D15 BH.FDR","cohort1 C1D22 BH.FDR","cohort1 C2D01 BH.FDR","cohort1 C2D08 BH.FDR","cohort1 C2D15 BH.FDR","cohort1 C3D01 BH.FDR","cohort1 C4D01 BH.FDR","cohort1 FUW04 BH.FDR","cohort1 FUW12 BH.FDR","cohort2 C1D08 log2fc","cohort2 C1D15 log2fc","cohort2 C1D22 log2fc","cohort2 C2D01 log2fc","cohort2 C2D08 log2fc","cohort2 C2D15 log2fc","cohort2 C3D01 log2fc","cohort2 C4D01 log2fc","cohort2 FUW04 log2fc","cohort2 FUW12 log2fc","cohort2 C1D08 p.value","cohort2 C1D15 p.value","cohort2 C1D22 p.value","cohort2 C2D01 p.value","cohort2 C2D08 p.value","cohort2 C2D15 p.value","cohort2 C3D01 p.value","cohort2 C4D01 p.value","cohort2 FUW04 p.value","cohort2 FUW12 p.value","cohort2 C1D08 BH.FDR","cohort2 C1D15 BH.FDR","cohort2 C1D22 BH.FDR","cohort2 C2D01 BH.FDR","cohort2 C2D08 BH.FDR","cohort2 C2D15 BH.FDR","cohort2 C3D01 BH.FDR","cohort2 C4D01 BH.FDR","cohort2 FUW04 BH.FDR","cohort2 FUW12 BH.FDR"
"CD81",-0.0790729485142408,-0.117165266856368,0.0659037146404436,-0.0510163402065724,-0.415380172790022,-0.414365541703443,0.0325375753514216,-0.00709230143201784,0.163690627998361,0.114433081276904,0.160640747783167,0.628420788274728,0.605356967668968,0.610344456361756,0.841621412843741,0.063548281873195,0.203638057963735,0.88109475692126,0.97842595188475,0.355450177130773,0.563580925512542,0.463262577735027,0.708538179608558,0.6614518218159,0.699301543118935,0.955183385649074,0.129849557906962,0.274426525732082,0.92789616846422,0.999023509729966,0.81858849729906,0.852905892620585,0.78182425596799,-0.0573029164293373,0.207834993335451,0.00696597122829644,0.0508886433037489,0.147985087532603,-0.0570535741842986,-0.152188489623223,-0.0540761754621345,-0.00958647177412075,0.0864457024704734,0.810231026875553,0.128863449013268,0.96169995992342,0.726471004126723,0.335946273026974,0.774582657235695,0.447543286366264,0.568463136852973,0.967018721468806,0.633752813837458,0.961707980451657,0.543101140213548,0.978996721792546,0.985597039484581,0.936677785878165,0.971967707071112,0.976462085782201,0.999422392379728,0.984411144516806,0.856655065974554
"HLA-DOB",-0.0711202628321148,-0.326828217659042,-0.328810649011427,-0.0961495796381322,-0.314791859896601,-0.327517652310478,0.0365266454950952,0.183849898951992,0.117684517313103,0.318380554714643,0.0972337460841702,0.706612926624254,0.0976635977388792,0.0163016829952222,0.667680408501293,0.124878899941089,0.0895062760693727,0.895790829573857,0.458504256117077,0.479467033392057,0.0239795578597024,0.721005185892298,0.770602921906219,0.137506458507974,0.048056002996332,0.895101463187001,0.214186234444414,0.138039651921703,0.940663468532102,0.959451781224681,0.867023453354326,0.480031639439955,0.894851579028174,0.0726071661352627,-0.146313919234728,0.0540678205664936,-0.0480380846441477,0.0598865167343461,0.00384971125550872,0.0959742214241655,0.206626411849157,0.274470889010803,0.440385167976367,0.602492468524339,0.45172897324979,0.705943287674957,0.765141227998754,0.690197510138913,0.982361300014199,0.570962492023183,0.233385193934904,0.156227138743613,0.00268231662384311,0.888334150425461,0.794032915712364,0.944505771782568,0.985597039484581,0.972361442827061,0.991595076299428,0.976462085782201,0.999422392379728,0.855921200397625,0.367711989104922
"NOD2",1.07486718643247,1.44337387229292,1.18633119708017,0.603808595699663,1.15532250885515,1.39320226334743,0.92128620220847,0.00335359857840496,-0.218201104621229,-0.217065407711286,-0.0608209921364888,3.37505252403391e-06,2.008548717418e-05,0.00174612250651653,0.0270084396787232,7.1437823151038e-05,7.08939315391723e-06,0.000532876791928871,0.989625496430393,0.183367070155349,0.172099558437969,0.807545760818677,0.00022894586900302,0.000227367714811717,0.0128480314883295,0.380075593997623,0.00374280157415218,0.000241415801001737,0.0143622982967496,0.999023509729966,0.746183109023892,0.593928610114294,0.923493754565326,-0.316078448147408,0.145784591454365,0.469973975577429,0.0843108561491503,-0.0996412537571389,0.202682390524006,0.125102576930311,0.0579746090140508,-0.181055285672964,0.189324507582152,0.246869638978513,0.486622859390487,0.00352087709117371,0.598325456295001,0.492283025950106,0.180586750006417,0.317987124814414,0.686748106810856,0.535564914217159,0.29008701426798,0.829332058865982,0.807007215605778,0.800508880213097,0.985597039484581,0.964187665358425,0.773568032233672,0.976462085782201,0.999422392379728,0.925504671078065,0.714223087156291
"TNFAIP3",-0.717265348178158,-0.717151102241867,-0.0838804660520819,-0.109492485450414,-0.385593682705318,-0.529298438564537,0.202015863342284,0.0690619933208515,0.175305499559765,0.305014435390312,0.283466440606137,0.001256629374225,0.000380106360242238,0.599141584226043,0.376332261692414,0.00915139762476527,0.00607135906371706,0.613011857671404,0.78579641178564,0.506313213203233,0.185733858639982,0.00514270359045803,0.00592710188176126,0.00174536790543906,0.692069666677429,0.683540688067062,0.0361155135812447,0.0163637582383993,0.765926515324535,0.986546483441693,0.876370882792141,0.593928610114294,0.217851697711755,0.107429306039462,-0.0260218513058204,-0.172306537174972,0.0241958599390367,0.138606463021677,-0.204731230593188,-0.201592418834279,-0.104138291593394,0.400220335106529,0.344719914937355,0.500907805196985,0.862276390897119,0.307579213887077,0.865411882259669,0.532385814791163,0.255155576126993,0.214873093777545,0.656358312381854,0.138572291781006,0.231880858112675,0.853667135406807,0.960725270172775,0.835609065321038,0.997247550709708,0.964187665358425,0.780638141015558,0.976462085782201,0.999422392379728,0.855921200397625,0.664359860652414
"RORC",-0.0238840556325396,-0.591625922391517,0.143997438821461,0.153487532296191,-0.0879173414021472,-0.745238848980818,0.763959373944792,0.470909090934575,0.181074630718102,0.119548975956949,-0.359910683789269,0.951045714146504,0.079245683381277,0.678443594583392,0.72375165102899,0.643622182289257,0.018509316298397,0.0425268607430838,0.0783345211664806,0.567717213535319,0.668432422111596,0.247957251349962,0.961235489655217,0.115178714270889,0.75739462432781,0.898194940995768,0.728610090185666,0.0386578340401945,0.134557824484139,0.936246853326614,0.893669020622868,0.875770256748064,0.639993945542689,0.173190846823045,-0.0660470045530877,0.379390945200864,0.671213928382141,0.344384615543635,0.388690802613314,0.148056196379303,0.060991017158882,0.393447751640602,0.360009554958543,0.729371644494184,0.872902069978645,0.116056343187429,0.0940174193953401,0.296588697896476,0.397625596529051,0.75974292092954,0.900307202135323,0.318901609390384,0.419812818196296,0.938825725477138,0.965364093846796,0.831710950726774,0.985597039484581,0.936318007262182,0.840484054648286,0.991826653255284,0.999422392379728,0.91223034798254,0.76764715439974
"SYK",1.08057905206756,1.12414180234805,0.929864014516147,0.142586484707007,0.683747257187643,1.2430163843038,0.661501847592783,-0.234395059882914,-0.0500005463654782,0.0649620736687475,0.191655490168555,6.6365175860694e-05,2.52672320800229e-06,0.000455958415691322,0.47570006191619,0.000683928478686193,0.000148366841055603,0.00707847551151942,0.344833231547478,0.826232781301562,0.826710478026646,0.522549904381161,0.000894349750884591,7.52697545120684e-05,0.00583403778996349,0.752084455431742,0.00944154924235086,0.00135497024069787,0.0480102341026396,0.959451781224681,0.97024528758119,0.924739388464589,0.808856989372279,-0.686667664736617,-0.0930428099852063,0.103984971117103,-0.26231693870794,-0.398888831571368,-0.049251429509042,-0.23025206830194,0.108679775814257,-0.15721321738537,0.252200951263556,0.100998221166533,0.671586207094489,0.453612407690085,0.19839180705385,0.0490687039468674,0.804588963084511,0.325641489657434,0.547522533816181,0.463482549792799,0.209488924080268,0.829332058865982,0.907722617796247,0.855815409175294,0.985597039484581,0.842910902636484,0.971967707071112,0.976462085782201,0.999422392379728,0.925504671078065,0.648584024125592
"ICOSLG",0.580332179028804,0.904368410802049,0.691078932172306,-0.0415326978121303,0.552279832337836,0.950125572905964,0.602799667462515,-0.161416307144101,0.0580080623170637,0.136574875085557,-0.100391310575469,0.000853051926756186,7.1062596647349e-07,7.14213286613485e-05,0.751012329371666,0.00088474094830917,6.5526583651598e-06,0.00555315370060893,0.467846510145212,0.632928505638999,0.291864068647616,0.565143387737672,0.00446816303572119,4.46904774471106e-05,0.00285668609352277,0.904410592392262,0.010886160363978,0.000241415801001737,0.0414861957041007,0.961712447162925,0.935616901877149,0.702957714274683,0.842822457326775,-0.0718181199832529,0.372905819544167,0.20065020225441,0.247098952426383,-0.151462420392125,0.300706557921958,0.0559701328781569,0.169629089832464,-0.0788687621965762,0.137864595962239,0.77907176279807,0.000347221237218362,0.167724640641638,0.00418451806108169,0.257616512037763,0.00330881638458604,0.624007453720999,0.163836101211962,0.552855051697866,0.218450891629363,0.949179254211048,0.196527220265593,0.835609065321038,0.985597039484581,0.933345290290352,0.435129141580915,0.976462085782201,0.999422392379728,0.925504671078065,0.648584024125592
"CD14",1.49970165457737,1.50363595321811,0.741816365337927,0.539797931658621,0.455252849168647,1.39569165725395,0.557372306669478,-0.290862544288722,-0.334404258887935,-0.228438735062033,-0.21758067291962,1.87898911143315e-07,1.27207094540659e-06,0.0158272902159662,0.0895595675915517,0.340568069524751,8.32949426815058e-05,0.120795215186348,0.129523949110767,0.230167001091525,0.5451620411414,0.425870278475585,3.54502612357054e-05,4.70893976088612e-05,0.0475555087744716,0.482883270041671,0.455701010286074,0.000957495510745174,0.262961891521049,0.936246853326614,0.781678660619038,0.846307064711294,0.760907396165402,-1.01784870267499,-0.344664903595763,0.37613834929711,-0.0463052716077024,-0.287571279372121,0.285669154641604,0.0878148452395872,0.0894621586966306,-0.478205171067725,-0.062743571463626,0.0700934792386275,0.16754528652141,0.0199443669721053,0.837552305741769,0.264957991520242,0.143967515799947,0.67758262530549,0.684832746555887,0.0697213292122587,0.526014977205285,0.829332058865982,0.573839340980551,0.827091246397003,0.992733734566358,0.933345290290352,0.76166317409536,0.976462085782201,0.999422392379728,0.855921200397625,0.798188946643945
"HCK",1.02638552228142,0.953099680705461,0.839047877085504,0.688699609366699,0.865526278862463,1.31397502252905,1.02538411310811,0.415279763859451,0.164714919056798,0.431901968044954,0.261724991311982,0.000835961570946859,0.000216508387686002,0.00143763488891077,0.0167753001415976,5.28949591391973e-05,5.69537609771355e-05,0.00734101627644842,0.194085224043254,0.632854524869688,0.215575262369705,0.490407835689905,0.00442200232856002,0.00120140928853213,0.0120421187846056,0.365185380005549,0.00374280157415218,0.000778821248066574,0.0480102341026396,0.955236841812886,0.935616901877149,0.622528563781902,0.806891962210716,-0.907009696699144,-0.0543464275687353,0.00990781296575947,-0.212539505720469,-0.360826773434483,0.212712377824259,0.00979283601366559,0.0879577426843658,-0.130073527102458,0.34217964816621,0.0518165568106264,0.829334635241141,0.967992643718518,0.462910003065127,0.0443302536027732,0.254939385188083,0.972981574952443,0.740226657940471,0.630996543773522,0.30494266281429,0.829332058865982,0.958119260800199,0.981870674452833,0.985597039484581,0.842910902636484,0.780638141015558,0.999874676446854,0.999422392379728,0.951009965507351,0.726591555137173
"CCR7",-0.94835338299333,-1.06095473864105,-0.900808271973868,-0.4024634061563,-0.697452951488055,-0.823602034141044,-0.540016959950086,-0.0573472841441171,-0.190519743931829,-0.194859255961046,-0.656862632999709,0.0075524928185588,0.0012518652082356,0.00579390033549345,0.199715142419953,0.021725866862461,0.0382977363621833,0.0210637579973613,0.821381048046293,0.303794122746274,0.277384553999653,0.0421548105461459,0.0224984786068646,0.00419132709676079,0.0260265681737246,0.538178890223402,0.05940720578252,0.0696994173022372,0.0896397520789962,0.994567917304908,0.801340702766505,0.693323403535372,0.309136918505619,0.0952096099651882,-0.265453420609518,-0.268009069950811,-0.0271957313829742,0.223755693775826,0.0472214600333094,-0.102651442099957,-0.271528016836141,-0.267512014729734,-0.508483488115611,0.741440104749613,0.259450090426516,0.300733822002835,0.919257457059612,0.313920444253813,0.867936012034267,0.686699785574472,0.299050115936174,0.35368565173123,0.0898861255118786,0.938825725477138,0.681006310565548,0.835609065321038,0.997247550709708,0.936318007262182,0.982413103954417,0.976462085782201,0.999422392379728,0.913542292275883,0.512177538895592
"PIK3CD",-0.157477081234302,-0.171565604360046,-0.247899985840414,0.0991910741629217,-0.146327412093392,-0.16763693149404,0.0584730947628223,0.206019509130964,0.14592317343615,0.0807649901346238,0.140436048136924,0.189644934907621,0.0297313841857204,0.139753295583482,0.300887990257659,0.407890956963009,0.0833391818800489,0.657189642233188,0.136103461504721,0.283682920259006,0.585571294699179,0.375320387718479,0.275925721727377,0.0503831240991549,0.235417753869795,0.628843562654004,0.521142847948224,0.129944840066412,0.801658054965483,0.936246853326614,0.798335783654638,0.863107689582644,0.729854975247728,-0.0746035595952147,-0.114306776172162,-0.00875179132897206,-0.0798857711426934,-0.102615580792517,-0.129785671396117,-0.0692845547151154,-0.0361490581586759,-0.17669092266294,-0.0774324914029843,0.555518469339115,0.300217020619244,0.922607833751285,0.404394236366091,0.272944066667792,0.245949196273282,0.509607743671816,0.673081072182541,0.123238341428213,0.511729130578843,0.873165785723496,0.692051170398408,0.976668746343485,0.985597039484581,0.933345290290352,0.780638141015558,0.976462085782201,0.999422392379728,0.855921200397625,0.791108145691804
"CEBPB",0.886873087925313,0.891934298180706,1.16306208883363,0.629049485865789,0.752388553973482,0.618025652230104,0.670420944267882,0.20508595636709,0.0898175417557877,0.125241401890068,0.428241146536299,0.0045277292038464,0.00179106021990503,0.000198269569084976,0.0559785850380255,0.00838842733997394,0.0105366206771514,0.0161722353185313,0.481474078157102,0.555051296575709,0.647827545205825,0.10298695862434,0.0151683191743109,0.00522546435291879,0.00386967503800332,0.428160528804357,0.0349106608413621,0.0252700309460495,0.0750285671335142,0.961712447162925,0.889968934452836,0.867861112464012,0.44986013903399,-0.485372975796511,0.473350229997297,0.402556863933227,0.13873213729235,0.0944153709143405,0.395211093751645,0.0471976186586376,0.293324877182228,0.364670212859772,0.550668627877629,0.164928731420788,0.0940578505209729,0.0247721252733235,0.512939537257851,0.700808432879039,0.0377013457555063,0.836736748735287,0.157482102841883,0.0721540269676075,0.00242465522664409,0.829332058865982,0.500110512657439,0.827091246397003,0.985597039484581,0.972361442827061,0.663003192584927,0.999874676446854,0.999422392379728,0.855921200397625,0.367711989104922
"CSF3R",0.488542640480173,0.347081563176696,0.657207468362765,0.414936216881359,0.603159141125784,0.492750251610897,0.756609964315885,0.287907491693932,0.0973853408972157,0.325224487171902,0.428063243016876,0.01070670142184,0.0352168966510944,0.00273659310903182,0.0399757401526978,0.0168891042101139,0.0523758771978633,0.0235382084096399,0.250971674943264,0.69854358660986,0.170122659393582,0.127326544145204,0.0291345817536607,0.0579440799549983,0.0169543690564032,0.395860970600958,0.0511214459637231,0.0884917805790765,0.0951616139989729,0.959451781224681,0.962094539738596,0.593928610114294,0.487501103858497,-0.614973436443949,0.116480524861257,0.0550216720285035,-0.00129785390071291,-0.17130027188774,0.104679505336265,0.0724675143203034,0.192412667190364,0.460803785118924,0.627429351603424,0.283552640970121,0.544369530235267,0.764536649160259,0.994184850442343,0.330149168691172,0.251339219200248,0.66539582051275,0.357887870492171,0.108879437706643,0.053239605097881,0.829332058865982,0.837264005742286,0.945518334296455,0.999604163867087,0.936677785878165,0.780638141015558,0.976462085782201,0.999422392379728,0.855921200397625,0.490774208994829
"TAP1",-0.385869991469113,-0.361366152968598,0.0410201297488639,0.202734409608196,-0.110459955695618,-0.0455403380554783,0.560227586348674,0.325999457087017,0.243482661762392,0.25308006816107,-0.103655727208783,0.0979058916185513,0.116381852678711,0.782441472161612,0.387680478987935,0.501526541184895,0.72626005766142,0.10069541864769,0.126883225971361,0.333027388137852,0.0763929830959622,0.560948918189736,0.161089344930523,0.160272819017398,0.838753547809607,0.6900224877584,0.610460263033657,0.772675174128503,0.23625734648786,0.936246853326614,0.81858849729906,0.528479906716108,0.842822457326775,0.342739100826472,-0.149892239308192,0.0562135151992062,-0.0343755254064016,0.0647258649081641,0.0473360394546875,0.0851041254373742,-0.0771789838347512,0.148353609689044,0.131872646430938,0.104431719310859,0.516832840561337,0.718075808197104,0.842152913686818,0.654606542996105,0.765673520434136,0.599648173872655,0.728801731148772,0.549930489153664,0.61374224411848,0.829332058865982,0.822685268612783,0.945518334296455,0.992733734566358,0.969910531343762,0.968244741048395,0.976462085782201,0.999422392379728,0.925504671078065,0.844409498959458
"CASP8",-0.330114959646027,-0.367669837655845,-0.122942502512373,0.0806442602983049,-0.0645383095958468,-0.246274194214952,-0.0596914643053882,0.134478577517027,-0.163175080296487,-0.100439563213871,-0.150114035744745,0.0290571961647149,0.000408846755737625,0.231596558879511,0.533222795748976,0.25348649705183,0.0272733956486143,0.405221396905125,0.230437842764131,0.0862051875290164,0.19443911033315,0.0880054582834392,0.0618284700346942,0.00185125810997997,0.343017206777769,0.800541385660267,0.365072156059378,0.0521511551929584,0.582120077787566,0.959451781224681,0.671383246867717,0.596581934172022,0.429505534913882,0.0644217091791907,-0.100340782295595,0.0460114127951871,0.0180991914024305,0.0150089769350863,-0.0401023236821615,0.078179553056742,0.0251227021563547,-0.0527256414248976,-0.0928793438840222,0.656165360283758,0.277707607720608,0.64490056298789,0.844470332684588,0.789244139928326,0.609005961021885,0.382122611525306,0.784755743678877,0.50080545914056,0.455521520215008,0.916002588965208,0.681006310565548,0.924858377804435,0.992733734566358,0.980338618042941,0.907128307868529,0.976462085782201,0.999422392379728,0.925504671078065,0.776436147375604
