"","C1D01 log2fc","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D01 p.value","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D01 BH.FDR","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"TIRAP",-0.136333352046971,-0.044874213856911,-0.183891061606033,0.0581373746117238,-0.0172554026912337,-0.215619611241769,-0.0434091104891895,0.174861749875852,-0.275804598971398,0.144513575533394,-0.0200324907870958,0.542952145394377,0.844256273946481,0.363818938363849,0.805988684017168,0.935702138662892,0.244612442697568,0.859554799731128,0.51673954205767,0.316150826240397,0.445842012134591,0.945225849173326,0.629735480109052,0.870399000097829,0.473382802560778,0.930999173783096,0.959433714643472,0.318277339234077,0.914488753097403,0.961712447162925,0.812976649329035,0.833116287096921,0.983438978737749
"CD83",0.752208266044241,1.29410164826967,1.1064731486131,0.247872539325202,0.918311364452858,1.52787264226095,0.921815451536871,0.422096644328698,0.632541757982647,0.644146545277025,0.631179932488536,0.00672257704052391,6.22722032027242e-06,0.00180981754729719,0.133075641844628,0.00082048798619692,7.55293032551524e-06,0.031899838554735,0.141330859927131,0.0132950499123247,0.00490678174304139,0.0170651054707085,0.0204568742200889,0.000103664902978653,0.0128480314883295,0.483027266125135,0.0103199155597213,0.000241415801001737,0.11261930598229,0.936246853326614,0.531991257862402,0.380547404229413,0.236706050780954
"STAT5B",-0.33643427975208,-0.679699347911882,-0.438871347535533,-0.0267026924718268,-0.144462597047977,-0.432155820106158,0.0881087268280822,0.247640595765409,0.257319105160844,0.260534466138815,0.453900709276667,0.0223051880630988,0.00149730479525344,0.0710642710497165,0.865419886410112,0.45946312337232,0.21759325007896,0.653251834211643,0.180275917016147,0.151833237049857,0.264176018787839,0.0391109176835169,0.0513200668443656,0.00460583975061657,0.143651347907641,0.961689034745299,0.570253410435672,0.290938037552455,0.798575676379676,0.936246853326614,0.716267006723894,0.670509536474964,0.298658119931902
"KLRG1",-0.653226861516947,-1.18840397467233,-0.436263323648654,-0.690181303290694,-0.715571793231613,-0.654805202046414,-0.396659323734105,-0.0510939683065265,-0.229018822905104,0.0825971646795336,0.29930547038668,0.00164595946964758,0.000130676384174347,0.212999044641795,0.00945667538829594,0.000728926490646544,0.00333702363973394,0.0851877826007158,0.69436118976589,0.120163212866095,0.598457132264398,0.0896513107297367,0.00705767469561006,0.00083104307238967,0.326713981754081,0.32270438045582,0.00959470683037079,0.0102094885410238,0.213346393592943,0.971150144921145,0.700786187435251,0.863459114329628,0.429505534913882
"MAP2K2",0.308254224463064,0.274875387960022,0.289480673168742,0.112812162866632,0.385084479608475,0.487446646297189,0.332093311503276,-0.0135331763892353,0.0410308831847713,-0.0722642904968467,0.107169389904351,0.00962074291775532,0.0220263499548902,0.154461581378645,0.10280626534812,0.0133728413223608,0.00828093135424308,0.0615134032755786,0.905149016065438,0.823826902713066,0.649234814966681,0.408845496269553,0.0269571311457897,0.0392041323096473,0.254143183314863,0.482883270041671,0.0447871490441197,0.0208311428733404,0.174082931269887,0.994567917304908,0.97024528758119,0.867861112464012,0.752133551828569
"CXCR2",-0.44891371867371,-0.978562072660458,0.0134458974570817,0.30004177471582,0.00650388910218953,-0.51005037621415,0.377752003254169,0.528379593789371,0.328230653183597,0.892247410943247,0.90241029268272,0.0552469451357951,7.08335531628676e-05,0.967019109053187,0.36091737309968,0.986115913615332,0.198638952933185,0.375769091665952,0.173360810236165,0.337633129316942,0.0563340369326514,0.038250091396099,0.103886282215482,0.000556830431808098,0.972171963985974,0.677815476489867,0.986115913615332,0.269615461295402,0.56117494955918,0.936246853326614,0.81858849729906,0.495891052988922,0.298658119931902
"ITGA2B",-0.465230845283741,-1.08184745236754,0.0775912611631785,0.59024173266491,-0.886254838654868,-1.54793230313694,0.875694859481687,-0.340878792946212,-0.000645960479393521,-0.349456348580233,-0.415263071127364,0.0702963490664909,0.00267187656704235,0.854985540801302,0.0390762207307443,0.0340476088935094,0.00281874591988205,0.00348065751256925,0.326417411623145,0.997716353936735,0.16790850694557,0.200820053135003,0.126712527298197,0.00730571080650227,0.889562161936649,0.395860970600958,0.0800985746769044,0.00922202422342914,0.0358191300384399,0.959451781224681,0.997716353936735,0.593928610114294,0.559885395463066
"IL1B",0.802538247127073,1.11296888830713,2.23969586792002,0.625331362348907,1.09824260624256,1.7320162581984,2.73111628499916,0.74303496415899,0.688678409694537,0.435242393905382,-0.257454864862725,0.169646565226415,0.114464694684649,7.77482915863823e-05,0.158721207926689,0.0436464446079661,0.0507022608737272,0.00401112392047023,0.262749705122411,0.249474033553576,0.434461217736846,0.696370063749018,0.253197911091535,0.158017115101247,0.00285668609352277,0.493434037900418,0.0972594001894047,0.0869620595591807,0.0374214252638009,0.959451781224681,0.78445723884069,0.830760301483293,0.879788964468626
"DUSP4",0.387638522691589,1.04089634358462,-0.18240639231668,-0.145102801938426,0.29216820402015,0.776938366332865,-0.111393383793269,-0.397588715527661,0.0244720290889425,-0.0769116245357482,-0.556432729959059,0.105174213657917,1.2050438564787e-06,0.733457331838663,0.273776685615297,0.238355893474398,0.00736614170966517,0.621816833206923,0.0351972633009373,0.911050272349416,0.590763468356031,0.0192692681950399,0.171059209570061,4.70893976088612e-05,0.795281321495562,0.616793687029864,0.34681088870568,0.0191249367324334,0.771816507884032,0.936246853326614,0.983499591544167,0.863459114329628,0.237095778225926
"IL1RAP",0.229577492396492,-0.0813461369210427,0.727167125190528,0.263418717800027,0.735307053857316,0.279160317063588,0.494531801416104,0.334152254304535,0.022088001653569,0.305063282568184,0.435038257387597,0.429376909015477,0.656544921476893,0.0227132155913458,0.157672340139433,0.0451393589763436,0.292135476263078,0.0875642132485027,0.112291436756832,0.839858334557285,0.139477374802354,0.138221745893348,0.529790839154761,0.705131737297763,0.0616656728852113,0.493434037900418,0.0990266557388002,0.363403691351434,0.217374318853739,0.936246853326614,0.97024528758119,0.563887100986661,0.500531898162531
"GPI",0.444940338266405,0.483589484041696,0.480268347228533,0.102845140451881,0.191132465651704,0.437919940830808,0.310660428576573,-0.154939070331347,-0.171562902180634,-0.0216783758230191,0.222300232717434,0.003998372327975,0.000946800782972831,0.0932111982573874,0.6208784644624,0.342726478377356,0.0556604256074634,0.0430959069384255,0.310433545683312,0.152295782917141,0.846005023202657,0.0244285735716459,0.0136330044435774,0.00339170407064951,0.172410255600266,0.870810097362547,0.456431027674315,0.0932065115201902,0.135512685150827,0.959451781224681,0.716267006723894,0.935232115493563,0.26436886201747
"JAM3",-0.733815092495554,-1.35611003553211,-0.340308386667202,0.0254242217789781,-0.722016226840201,-1.58414248029443,-0.15924109470932,-0.303262998022405,-0.183309823989743,-0.384333600749071,-0.500979512670397,0.0119282046617515,0.000344520575616158,0.232112350169409,0.892343612950383,0.00217338654079632,0.000115311227617194,0.416155727244388,0.0963744729623422,0.362335661769788,0.0109727057371705,0.0261566365246966,0.0314016922723319,0.00162498871498955,0.343017206777769,0.967560315957695,0.0164933776037082,0.00118665736056967,0.59480843843516,0.936246853326614,0.81858849729906,0.388159465452407,0.26436886201747
"MFGE8",-0.652977060526848,-1.19388469648556,-0.42907910209679,-0.279712145870433,-0.366813971368654,-0.900345905920713,-0.12912736560296,0.215078001207013,-0.1384159281668,0.16323316498636,-0.205215155761921,0.00274092042911834,0.000478342044090393,0.0198513103094208,0.282205798692105,0.0303122224659678,0.0014098205426571,0.545942030844367,0.287592365632067,0.504487141637346,0.320642495971795,0.31529054679074,0.0106257600197327,0.00206769697900325,0.0561792081756608,0.619745523371634,0.0736339824709776,0.00604513959957512,0.713896295197651,0.959451781224681,0.875888718302876,0.737738425691203,0.688612707127295
"CDH1",0.575117265503316,0.423361625301516,0.564518451505462,-0.112280478597695,0.557512403221793,0.506554294462474,0.59254430614916,0.0451339252713866,-0.0113327817615509,0.244030452816612,-0.301276954490598,0.147140729782815,0.269556908748874,0.251013217600891,0.704520745990701,0.178765595253566,0.300400680172888,0.160320621062052,0.856973903660454,0.982662754343929,0.54643305736396,0.553620326149255,0.226443577989513,0.329523132509422,0.362649333039948,0.897060282215219,0.283421083791368,0.372049857719595,0.31896657844026,0.994567917304908,0.989656795300114,0.846307064711294,0.842336302689458
"FOXP3",-0.574615446033926,-1.27673448318964,-0.630021969465738,-0.186470607506539,-1.32940538843251,-1.24393623963014,-0.744424170629793,-0.548645790881943,-1.0520533039459,-0.36690322858054,-0.453029589659447,0.187961623411766,0.00442044161870935,0.0538820924050429,0.597887884578036,0.00591256731987577,0.00320629088575125,0.025748558050508,0.168095960800615,0.0137508671004103,0.223381934653852,0.208764107494536,0.274191440337783,0.0106466806646361,0.115959179852678,0.854774035728952,0.0283602805343194,0.00991672481603939,0.10052281613002,0.936246853326614,0.531991257862402,0.625599675682411,0.570823598270085
"STAT3",-0.0963686125494323,-0.0948951098679306,0.0893884631401635,0.209688374405113,0.00546743198078384,0.0561094531193509,0.249259005723685,0.000525335088665102,-0.0164795642018187,-0.0606344143428564,-0.0699241853743548,0.395706345301944,0.232224078918618,0.379553712265125,0.00279222365462183,0.925951421740609,0.546334793474927,0.161472335286143,0.995493391321026,0.851273598202408,0.542495235819567,0.381603364379293,0.49881913461225,0.291438644496537,0.488244093504684,0.230604953050371,0.952888190373063,0.618450986213617,0.319557139062787,0.999023509729966,0.97024528758119,0.846307064711294,0.731428992682901
"RELB",-0.137044255676257,-0.18575062166095,0.125360735733388,0.130295023936926,-0.173513146469069,0.0347999226514986,0.242109807751233,0.148971424238276,0.183096126592296,0.256073828593042,0.373103152712359,0.352312268790218,0.278384371248853,0.352520228931643,0.394511592457127,0.2097305833656,0.882338674713968,0.355542155832597,0.331013414233097,0.256105312016738,0.153569701238424,0.0884759630095511,0.452174022982457,0.33812350670998,0.464014999012349,0.691311335389269,0.318250697546729,0.909660637318954,0.538066471126337,0.959451781224681,0.787900233531259,0.591257783483841,0.429505534913882
"MAP3K5",-0.132730649929907,-0.262823950397899,-0.128536747481111,0.00806655246198261,-0.0401821762546977,-0.0641860360953279,0.0794126402184104,0.250024673557,0.0739177133706927,0.116823932059072,-0.00749762161311847,0.333797964770837,0.0131364860699632,0.288176808970267,0.933662558893457,0.587112135159662,0.478736796776721,0.644030713199317,0.0394184030117663,0.706368853953096,0.224375855412596,0.965559329039309,0.432333290755821,0.0254633240856968,0.396856627438372,0.977776111404394,0.680953828894198,0.554120709561603,0.790718836596124,0.936246853326614,0.962094539738596,0.625599675682411,0.988257830445296
"CXCR5",-0.541745564615006,-1.32630091507782,-0.695434168729726,-0.539910645993231,-0.605292513459005,-1.2866484269395,-0.715332019672707,-0.149623698542087,0.218444299962882,0.141213032256955,-0.0425496760624365,0.00957519999087334,0.000914757851255605,0.0474817623757269,0.0419640604877341,0.0194222550860904,0.000943856477664158,0.00514653244577526,0.459384156734785,0.236720898525029,0.406770482890385,0.843655866850379,0.0269571311457897,0.00330931469524186,0.107274415283233,0.395860970600958,0.0552411878327999,0.00452731157930435,0.0399399168945992,0.959451781224681,0.783532330790448,0.816425862822545,0.947886295573245
"BID",1.36135365935144,1.51724666083411,1.09846327946651,0.40543376108128,0.995262908046867,1.25690366278077,0.992756875287446,0.352945032615155,0.0592452781546762,-0.00611136568985407,0.156699553781747,2.3697257135193e-05,0.00214827262753991,0.00498436565795063,0.146785670977956,7.86155691344442e-05,0.0109464315688135,0.0122242758810466,0.239681895800235,0.778648440168117,0.987631088964299,0.579341550594994,0.000432666049629652,0.00614102175347267,0.0239080590033903,0.483027266125135,0.00374280157415218,0.0259233484014579,0.0646629920436668,0.959451781224681,0.97024528758119,0.991133326868428,0.842822457326775
"EP300",0.336626880780954,0.493603451520495,0.472831167860192,0.198117919162706,0.18258626192927,0.355708166874511,0.243677113815589,0.0157248019920512,0.106601559542562,0.0697073477869966,0.226642590271563,0.0022723045840786,0.000177329178518226,0.00182380995571646,0.072440595379859,0.184341973437301,0.0135687596995643,0.0321537028477184,0.904990372707595,0.205056591231532,0.602298018608955,0.0150684127899169,0.00912144960701056,0.00105650857938227,0.0128480314883295,0.454292643224558,0.289826547126424,0.0312191788209488,0.11261930598229,0.994567917304908,0.763084295691371,0.863459114329628,0.230505990245756
"MEF2C",0.940305215907147,1.19095521353878,0.817190261535927,0.244596405344021,0.547864574536892,1.31571042405639,0.300265331306424,0.0579221975184877,-0.111510524598682,-0.252446076991229,-0.0635092196452964,0.00287115071362846,0.00149347182038165,0.00712893302557299,0.349425438906035,0.156327214213717,0.00296746646723834,0.362388941878751,0.77387468055021,0.676318939832358,0.48593909367507,0.85227821146758,0.0109802115129305,0.00460583975061657,0.0290286049818296,0.67270339598917,0.256467255782503,0.00954310238895967,0.544064034756958,0.986546483441693,0.954185354937706,0.833116287096921,0.947886295573245
"IFI35",0.518991704400076,0.167931129785111,0.500377988421763,0.560514978710902,0.351013745634557,0.87817250447286,0.968894973635633,0.351827898926231,0.312915122632201,0.605817412787403,0.276850495475846,0.151345900722093,0.556294629308838,0.222961532144216,0.206130150481128,0.387035201441895,0.0486921461997466,0.0709653198606605,0.222044235640143,0.499659227352965,0.108006477555937,0.517941658040495,0.230894285198664,0.616169785105288,0.333852452893191,0.538178890223402,0.501285867313759,0.0847992453817126,0.189866256641483,0.959451781224681,0.875563847312006,0.559439044710147,0.808856989372279
"CD36",1.12493193202688,0.907837618820495,0.732842612624246,0.182250603939311,0.26915305825159,1.04612167883453,0.824980106464063,-0.644813645989266,-0.00933607009708183,-0.13355590975311,0.355770652981306,0.0031602487897396,0.0041989650778479,0.031145162937046,0.629410566897167,0.416595826663814,0.0214012902395725,0.0434403453098225,0.188572687772498,0.97977248244784,0.746428897566172,0.410432999415423,0.0118457007615405,0.0101564710857347,0.076978874333485,0.870810097362547,0.529872444700491,0.0435724110633022,0.135841079808616,0.936246853326614,0.989656795300114,0.892414360896507,0.752133551828569
"PSEN2",0.295860793294819,0.256996449979964,-0.181160249880107,-0.10345872220788,-0.42327589406608,0.0693672755504628,-0.171028004298901,-7.01285090230374e-05,-0.133579868586034,0.131442174298165,-0.0721735995355577,0.292569458190399,0.293938004947824,0.508931367980664,0.655866657134972,0.289980687143581,0.837575453316467,0.34334642592824,0.999842737637279,0.720259186218656,0.576913389556439,0.744759113700924,0.389633678437096,0.356250344326485,0.612883306972459,0.885967847108339,0.401293567049552,0.869849002893799,0.530967423703235,0.999842737637279,0.962185300102453,0.860033850601747,0.906182250850299
"CXCR3",-0.921606083068423,-1.06519569635629,-0.425204702066469,-0.32627622869999,-0.587135328529945,-0.740405612334828,-0.152668539828345,-0.120610723408444,-0.274758655284279,-0.480947121349689,-0.850658496397875,0.00142592943242953,0.000972857062048878,0.031330328261294,0.103151282183239,0.0144738999078005,0.000457040637414759,0.541376095247126,0.357878669091824,0.174734743563736,0.00605110713438996,0.0222205632067123,0.00650867789318639,0.00344148185699791,0.0770998512864887,0.482883270041671,0.0465467462944038,0.00292209945013636,0.712602023046218,0.959451781224681,0.746183109023892,0.380547404229413,0.251536775499984
"TLR1",0.728097063261201,0.619412232357476,0.625273013950508,0.485028203291161,0.330005703461967,0.563080766605181,0.434053079122268,0.0536563535262241,-0.0783279084962954,-0.106861460711685,-0.146867655093287,9.92134491862703e-05,0.000270206841800372,3.70545957584352e-05,0.0353181363123916,0.0324613542559261,0.000485760692934084,0.0190118124835991,0.66048977599054,0.535854079722167,0.491039875618385,0.198851291915534,0.00114831697059384,0.00137781146359469,0.00237250498983706,0.392004490462007,0.0775237405436886,0.00300698962124145,0.0827745066593621,0.961712447162925,0.889489914668454,0.833116287096921,0.559885395463066
