"","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"IRF8",-0.446783316285613,-0.125163156928656,-0.0587175406819639,-0.112444309958701,-0.213753791025101,-0.0359125248528133,-0.0695652668460335,0.0777797338560325,0.211126206045665,0.228637297530578,0.266112125136022,0.356753840957798,0.566553775250021,0.25845452888109,0.0793446580594451,0.635350913664392,0.443909626032157,0.506906270614174,0.192330768679066,0.205283669669868,0.829332058865982,0.72373718273159,0.923090332345339,0.985597039484581,0.847341065314074,0.936224544746209,0.976462085782201,0.999422392379728,0.857159173798042,0.648584024125592
"SIGIRR",0.0516488934501528,-0.377424898927229,-0.237738163305256,-0.0436820351885645,0.102910944863876,-0.214871416804,-0.290340375945919,-0.079458256672156,0.124924274086952,0.175871987399709,0.688551405847246,0.00810943834146054,0.00441724597747277,0.648681633962987,0.482957229463768,0.0512733159983221,0.0489908346587642,0.446452475107726,0.356529363832385,0.0458451768892036,0.930119560165969,0.373245874658575,0.800508880213097,0.985597039484581,0.964187665358425,0.667831052431898,0.97228035876662,0.999422392379728,0.913542292275883,0.463363752130165
"IL3RA",-0.287564255292593,0.326337819820636,0.407923934013327,0.0673686614356718,0.113996218210974,0.323907081393696,0.353290599092076,0.127149244474422,-0.126330075001108,0.0596634540907714,0.381091362230882,0.140885451005662,0.0342234318062938,0.674579981548573,0.6329807723184,0.158513732116648,0.114563742114376,0.547360650079979,0.573482364181326,0.814195134942232,0.851663772031153,0.552349517678197,0.827091246397003,0.985597039484581,0.969910531343762,0.773568032233672,0.97228035876662,0.999422392379728,0.940843530801828,0.939247624853164
"IRF7",-0.424123928894149,-0.130905012314934,-0.0590438768424292,-0.122676054283273,-0.0674627039940026,0.127036372909516,-0.248235245037453,-0.0183481486034712,0.497449402464611,0.372704960213013,0.117137060001751,0.26165445567913,0.746680835031795,0.54440307235821,0.585698303911928,0.339424830603393,0.303878219137059,0.921986273816413,0.226308321013487,0.423848029198538,0.829332058865982,0.681006310565548,0.945518334296455,0.985597039484581,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.86556571027551,0.76764715439974
"NT5E",0.0981895219154488,0.533689328799538,-0.223645787723328,0.244298259928192,0.512106572742092,0.130273436044607,0.119535301877131,0.344944239790132,0.426146509256837,0.216611596020913,0.743602074956754,0.0579234974427327,0.573856341048065,0.55580498557444,0.0732730593548391,0.713130503304025,0.694405866202488,0.240407232078521,0.212232889225767,0.555234987500275,0.939461550056971,0.457275604243889,0.923090332345339,0.985597039484581,0.842910902636484,0.954285039426762,0.976462085782201,0.999422392379728,0.86556571027551,0.810674933227452
"IL13RA1",-0.634198278290386,-0.010961780105039,0.0617902607948791,-0.184924094004619,-0.073055740456097,0.132134300572211,-0.00667626054322369,0.166008980956338,-0.0780513106522222,0.46181845246283,0.106245285376415,0.954492565720131,0.690504897638073,0.28868485256181,0.549803297179148,0.358816102022705,0.939514757583002,0.304233553322837,0.711721545097798,0.00466621707421176,0.829332058865982,0.980570621520497,0.944505771782568,0.985597039484581,0.964187665358425,0.840484054648286,0.999874676446854,0.999422392379728,0.951009965507351,0.367711989104922
"CSF2RB",-0.666648269187445,-0.520305135837362,-0.0128272823565672,-0.116193527144714,-0.363784717313642,-0.129529041348702,0.0827148949078601,-0.112956809720179,-0.104138542630957,-0.0594225550532719,0.0747903345613645,0.0324454874099238,0.953658428992771,0.637565517915633,0.0329138565661241,0.360991935790959,0.623204563158674,0.547758916113885,0.751219388924431,0.825566999223615,0.829332058865982,0.408092130533708,0.976668746343485,0.985597039484581,0.830837061267061,0.840484054648286,0.976462085782201,0.999422392379728,0.951009965507351,0.943981659718315
"CYLD",0.0673776745337426,-0.170275526001056,-0.0587883215690235,0.0182955779315257,-0.0277255118709069,-0.125406537575988,-0.0744212854219293,-0.00887920033030429,-0.0153732418581658,0.027040219642682,0.346709333761144,0.020970139127187,0.293488953851274,0.662921374241375,0.733871418086489,0.0442601833701749,0.221877413864291,0.882706373781407,0.856507600560383,0.701179440807924,0.851663772031153,0.373245874658575,0.835609065321038,0.985597039484581,0.973051192733901,0.663003192584927,0.976462085782201,0.999422392379728,0.954291506392401,0.887846898204217
"MICA",0.178176275789232,-0.125457156935153,0.15877517248436,-0.243451910617509,0.103255078152841,0.299863053453273,-0.219676768503284,-0.171229416591752,-0.160786612521219,0.011240435323867,0.513685577729495,0.536772989718365,0.273335682830566,0.225541077757619,0.65465762361164,0.00649936324596558,0.167397379307892,0.655122593398512,0.486482467488856,0.972429052697262,0.862747884257847,0.82782973346211,0.835609065321038,0.985597039484581,0.969910531343762,0.459829949652064,0.976462085782201,0.999422392379728,0.925504671078065,0.984665975514014
"TAL1",-0.129211921382411,-0.183873639294795,-0.137892833010244,-0.129395583472086,-0.0966904803617765,0.0251038106281509,-0.0752062865201235,-0.255497047877532,0.0909092403401522,-0.0817714043863775,0.551990497264396,0.586873394596674,0.449745401435916,0.493264733469002,0.603977340489212,0.90474336983339,0.694375286918525,0.289301538782115,0.786686511621396,0.77446094699743,0.873165785723496,0.860544925755745,0.855815409175294,0.985597039484581,0.964187665358425,0.982413103954417,0.976462085782201,0.999422392379728,0.953715103603339,0.932648714894777
"SBNO2",-0.0402858135134647,-0.34480612627502,-0.0311169432057122,-0.0808490430235119,-0.0707879632370278,0.01249415912652,0.13821057000637,-0.18141978334945,-0.0225249665123797,0.10020984272054,0.907816458376032,0.119717092707528,0.926227278087982,0.803140462832591,0.771063875988447,0.967664349359101,0.662070144962634,0.55412712570005,0.945878329503979,0.797233087319141,0.995863139971032,0.540034388787457,0.976668746343485,0.985597039484581,0.980338618042941,0.991595076299428,0.976462085782201,0.999422392379728,0.976947325728563,0.938116273227929
"ICOS",0.101962028948255,-0.443564663582217,-0.22038695449187,-0.0783348491656122,0.0088809506522926,-0.206844428899927,-0.314558326219781,-0.343277933350525,-0.0410043477093793,0.265724071379375,0.725684986730603,0.199723257907876,0.127816029121742,0.66794501414808,0.968642653106541,0.403428029342953,0.201381430716283,0.233373067780051,0.783598923970742,0.3911410358676,0.938825725477138,0.626687919388298,0.835609065321038,0.985597039484581,0.993088767495453,0.840484054648286,0.976462085782201,0.999422392379728,0.953715103603339,0.762418726513121
"TLR9",-0.44467261360446,0.363677413723254,-0.16356687209725,0.49199890862933,0.011342757933566,0.442370395001956,0.191696307889618,0.0923607239978009,-0.0664505535190872,-0.0428020643142315,0.131187848877053,0.15534731380342,0.633030996034523,0.212986938297978,0.971939926345664,0.206950396778792,0.60535246354137,0.792038673118129,0.86999013656975,0.944098771546183,0.829332058865982,0.563631920594459,0.923090332345339,0.985597039484581,0.993088767495453,0.773568032233672,0.976462085782201,0.999422392379728,0.954291506392401,0.972047709434151
"CEACAM1",-0.0241133207421868,0.569748917422791,0.345947326034685,0.678480421983494,0.517437357272102,0.882057858741959,0.081252976756551,-0.247854965601624,0.696200926994748,0.561095886564273,0.961681761375681,0.151175191484527,0.148031215695149,0.10258934488895,0.148470234540882,0.020566655635495,0.843917271627173,0.542683304400759,0.0410720059129026,0.093025352425314,0.997011108060841,0.56218041497205,0.835609065321038,0.985597039484581,0.872198138865918,0.663003192584927,0.999874676446854,0.999422392379728,0.855921200397625,0.512177538895592
"TNF",-0.294661525277653,0.0347493348414622,-0.234112359560923,-0.0994367121551905,-0.02307985157707,-0.132499217181342,-0.526657478109579,-0.251156611711188,0.243549839226429,0.694364124776568,0.446076582150084,0.890109065949814,0.396765596102107,0.80876403229261,0.938582280816983,0.562569425373137,0.0989852648358228,0.400070762530552,0.515890578229977,0.0526449511709006,0.851663772031153,0.969696649124639,0.850641391643154,0.985597039484581,0.988250998152791,0.895764777862619,0.97228035876662,0.999422392379728,0.925504671078065,0.490774208994829
"IL1RN",-0.605472562733115,0.0525247189482714,0.0529818376806877,0.134610202577966,0.205261897478954,0.0908066125107429,0.0963241680879905,-0.194670311059006,0.330432097967466,0.836003931543039,0.336983870393906,0.835197525178397,0.890068546480375,0.707645738729019,0.590640287168151,0.804618311426598,0.853032059997147,0.779731812049792,0.529648059479215,0.449546627775959,0.851663772031153,0.958119260800199,0.972324260805229,0.985597039484581,0.964187665358425,0.971967707071112,0.999874676446854,0.999422392379728,0.925504671078065,0.773384168149522
"TLR8",-0.539542969160968,0.0922691988362272,0.355019947972921,0.256802641371907,-0.0544874326705238,0.391673479175431,0.252721710195444,0.25046937722777,0.0825306363291462,0.340851521971181,0.0614883278712342,0.630629849066226,0.0905813575612137,0.322526590920243,0.797550872439016,0.0706860238372487,0.292837625760166,0.282511953296377,0.768908251137879,0.431073558246091,0.829332058865982,0.895347183190464,0.827091246397003,0.985597039484581,0.980338618042941,0.695522806803148,0.976462085782201,0.999422392379728,0.952302122853478,0.770048525327359
"KIR3DL2",0.265151070591685,0.0366265649536162,-0.118968894394788,-0.00623199630136744,0.228924258269043,0.164127049571495,-0.334633439469079,-0.0372944383648759,0.180717188243564,-0.4856929274303,0.288776013952806,0.881621781093488,0.625082634636976,0.96375176668788,0.234065244361397,0.406981350742407,0.00116022829304545,0.80102707878722,0.447280473199124,0.0951178943306889,0.829332058865982,0.968370639663068,0.923090332345339,0.997247550709708,0.914210710903449,0.840484054648286,0.656689213863722,0.999422392379728,0.925504671078065,0.512177538895592
"REPS1",-0.040084456687936,0.407099774350689,0.119390390204164,0.0429026260778015,0.219163362965522,0.113895747215601,-0.0975206682042138,0.0179110362788854,0.0855064432123329,0.311041195824951,0.893328851460507,0.0525631583600522,0.467810392774683,0.821837213203798,0.20372485126861,0.584068541075776,0.607093319814337,0.924906631760642,0.755787747087461,0.295929503424539,0.995863139971032,0.457275604243889,0.864811537133538,0.985597039484581,0.880215769603307,0.895764777862619,0.976462085782201,0.999422392379728,0.951009965507351,0.718867377417549
"CD180",0.010512853501304,-0.165208284024112,-0.127040154462711,-0.355181732402852,-0.0421460263297911,-0.123767630338916,-0.380863451684395,-0.161101616699405,0.140909785756368,-0.0134703105957987,0.970384445729553,0.577723631934031,0.285158740413012,0.263203998418614,0.871650634930814,0.539426386293103,0.0937024935038407,0.520906677834267,0.60435705090786,0.952374234591489,0.997011108060841,0.855998889200685,0.835609065321038,0.985597039484581,0.980338618042941,0.895764777862619,0.97228035876662,0.999422392379728,0.950374129462043,0.974762778985141
"CLEC4A",-0.216551359415522,-0.228728121584978,-3.08468031666529e-05,-0.129728428784651,-0.212060820437759,0.0302610447129851,-0.151308422907574,0.036259044570269,-0.114983147902492,0.0848330506901847,0.302056338862286,0.272055093645711,0.999828500358099,0.531297197880932,0.147404171000876,0.856249835129611,0.319553035385785,0.846572981600539,0.481026281516949,0.602261009573705,0.837769054073799,0.681006310565548,0.999828500358099,0.985597039484581,0.872198138865918,0.981015986915499,0.976462085782201,0.999422392379728,0.925504671078065,0.837932783380164
"CD63",-0.240877196017332,0.213114301302081,0.188273334925654,0.015307335522332,-0.0919501671324616,0.179425972640046,0.199305701585424,-0.0164336375370059,-0.0839130876272431,-0.172476883959414,0.4860853924644,0.18742539815184,0.378145140778099,0.95399897249631,0.643874811525691,0.199409510760475,0.413724306188738,0.941138844786787,0.721432123768359,0.459317434421105,0.853667135406807,0.606187287736807,0.850641391643154,0.997247550709708,0.969910531343762,0.773568032233672,0.976462085782201,0.999422392379728,0.951009965507351,0.776436147375604
"TNFRSF4",-0.361070187115573,-0.255666651536465,-0.0756903809105622,-0.221244344114177,0.0509863865554507,-0.484263102717333,-0.235969814758744,-0.210898853735257,0.214141158807626,0.306250218172304,0.333040276907893,0.35137522268486,0.729739900592714,0.409623687549802,0.843607298807919,0.0730902341249209,0.445667423537857,0.299762429114105,0.380609674822497,0.182643277696018,0.851663772031153,0.719822489037149,0.945518334296455,0.985597039484581,0.980338618042941,0.695522806803148,0.976462085782201,0.999422392379728,0.925504671078065,0.648476248429588
"CTLA4",0.101434685637211,-0.583506138318174,-0.245443814216074,-0.079943897998898,-0.0890582170382447,-0.132776078447308,-0.207970332809795,-0.155487136880133,0.0537397106889969,0.117028509180439,0.705447385404627,0.0643772656064768,0.183974187157203,0.658629688735204,0.67242186280985,0.442020065131567,0.293135252314691,0.158289989129621,0.784071756685933,0.521726044535,0.938825725477138,0.457578326455565,0.835609065321038,0.985597039484581,0.969910531343762,0.842005457986079,0.976462085782201,0.999422392379728,0.953715103603339,0.794458281498745
"C3AR1",-0.743474260820914,0.330493008909075,0.146895399431233,0.00685573855189745,0.00598885701130306,0.455394374734672,-0.181223436989266,-0.107623298772073,0.118356067482118,-0.419347432631241,0.14227795470551,0.210086515930053,0.603187114463781,0.98352943989189,0.98590755955854,0.0425074389879115,0.644910183461924,0.787486880237591,0.734789318673631,0.414358484534648,0.829332058865982,0.633423946538288,0.923090332345339,0.997247550709708,0.995321216373518,0.663003192584927,0.976462085782201,0.999422392379728,0.951009965507351,0.76764715439974
"TLR2",-0.38930530329663,0.0652192345516237,0.342159402540845,0.174948511485642,0.110122251963204,0.305904448461256,0.201577573534343,0.0970019551732825,0.296338590333851,0.387613125574114,0.339859575898786,0.737696510460416,0.130088287271732,0.434618756203471,0.585035722692703,0.0880880229593504,0.374937571552695,0.718509067083117,0.188419345706166,0.307064378921035,0.851663772031153,0.926529475717209,0.835609065321038,0.985597039484581,0.964187665358425,0.728961031233773,0.976462085782201,0.999422392379728,0.857159173798042,0.726591555137173
"LTK",-0.0969849612238292,-0.11628196292816,-0.429224248619342,0.179691538493985,0.0773512506586188,0.0425070557262676,-0.0205395563579746,-0.258031127045329,0.504265106913434,0.499004765906614,0.820849745742776,0.686739131142923,0.163070099703049,0.631632619021712,0.783879471579185,0.900043737361429,0.8598969759773,0.470725463245305,0.103613299704955,0.168247585085589,0.961707980451657,0.907722617796247,0.835609065321038,0.985597039484581,0.980338618042941,0.982413103954417,0.999874676446854,0.999422392379728,0.855921200397625,0.610436751015662
"LTA",0.181765524720949,-0.0715915719389272,0.0229295877132003,0.0930105916728197,0.145136771216091,-0.200208988075345,-0.167483839409546,-0.199342416185092,0.259398797132979,0.113515926598858,0.588249007553066,0.710404302441752,0.890349966804381,0.601988620854874,0.50797852986718,0.354545132436599,0.485449384264818,0.552064310252311,0.230439626174694,0.654903976243825,0.885845518260847,0.915919897908955,0.972324260805229,0.985597039484581,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.86556571027551,0.864045805487191
"PECAM1",-0.685016669382244,0.174898366062551,0.183245379499123,-0.0225833719897986,-0.301837235019583,0.192291298672053,-0.0646872084231396,0.144712602760056,-0.170414123916505,0.183946955862442,0.0649505789781479,0.519676722864073,0.220285360918325,0.923463650196894,0.109725025108149,0.296454938137675,0.781638426921428,0.488173339358993,0.364168572945923,0.24598449003678,0.829332058865982,0.822685268612783,0.835609065321038,0.997247550709708,0.872198138865918,0.814531529057883,0.993584872338611,0.999422392379728,0.92081011699302,0.666342520466052
